梁静茹 - 静茹&情歌 别再为他流泪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　42426人评价  
林宥嘉 - 美妙生活　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　41780人评价  
Yann Tiersen - Le Fabuleux destin d'Amélie Poulain39062人评价  
王若琳 - Joanna & 王若琳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　40766人评价  
Tamas Wells - A Plea En Vendredi　　　　　　　　　　　　　　　　　　37692人评价  
田馥甄 Hebe - To Hebe　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　40498人评价  
孙燕姿 - 逆光　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　42988人评价  
王菲 - 只爱陌生人　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　39205人评价  
Chris Garneau - Music For Tourists　　　　　　　　　　　　　　　　37639人评价  
孙燕姿 - The Moment　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　37789人评价  
陈奕迅 - 七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36982人评价  
苏打绿 - 春·日光　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　40078人评价  
盧廣仲 - 100种生活　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　38613人评价  
梁静茹 - 崇拜　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　39454人评价  
陈绮贞 - 陈绮贞精选　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　35006人评价  
Joe Hisaishi - 菊次郎の夏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36515人评价  
Taylor Swift - Fearless　　　　　　　　　　　　　　　　　　　　　　　　　　　39893人评价  
Mika - Life In Cartoon Motion　　　　　　　　　　　　　　　　　　　　　35675人评价  
林宥嘉 - 神秘嘉宾　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　38424人评价  
Bruno Coulais - Les Choristes　　　　　　　　　　　　　　　　　　　　　34447人评价  
范晓萱&100% - 赤子　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　37590人评价  
Damien Rice - 9　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　35084人评价  
王菲 - 将爱　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　37351人评价  
曹方 - 遇见我　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36818人评价  
李志 - 梵高先生　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　38817人评价  
方大同 - Timeless 可啦思刻　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36024人评价  
周杰伦 - 依然范特西　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　43551人评价  
孙燕姿 - 风筝　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　35722人评价  
孙燕姿 - 完美的一天　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　37535人评价  
The Weepies - Say I Am You　　　　　　　　　　　　　　　　　　　　　　　　35386人评价  
陶喆 - 黑色柳丁　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　35599人评价  
Avril Lavigne - Under My Skin　　　　　　　　　　　　　　　　　　　　　35302人评价  
孙燕姿 - Stefanie　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　34580人评价  
Lady Gaga - The Fame　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36063人评价  
Jason Mraz - Mr. A-Z　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　32621人评价  
五月天 - 为爱而生　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　34688人评价  
Daniel Powter - Daniel Powter　　　　　　　　　　　　　　　　　　　　　32930人评价  
Jason Mraz - I'm Yours　　　　　　　　　　　　　　　　　　　　　　　　　　　　32459人评价  
My Little Airport - 在动物园散步才是正经事　　　　　　　　　　　　　　　　　　　35262人评价  
许巍 Wei Xu - 时光·漫步　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　32955人评价  
朴树 - 生如夏花　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　36706人评价  
周杰伦 - 我很忙　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　41606人评价  
苏打绿 - 夏 / 狂热　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　33798人评价  
范晓萱 - 绝世名伶　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31602人评价  
曹方 - 哼一首歌 等日落　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　32403人评价  
孙燕姿 - 未完成　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31758人评价  
Radiohead - OK Computer　　　　　　　　　　　　　　　　　　　　　　　　　　　31817人评价  
Lana Del Rey - Born to Die　　　　　　　　　　　　　　　　　　　　　　　　34015人评价  
Pink Floyd - The Wall　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31562人评价  
痛仰 - 不要停止我的音乐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31996人评价  
Linkin Park - Hybrid Theory　　　　　　　　　　　　　　　　　　　　　　　29791人评价  
Nirvana - MTV Unplugged in New York　　　　　　　　　　　　　　　28790人评价  
陈绮贞 - After 17　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28601人评价  
Jack Johnson - In Between Dreams　　　　　　　　　　　　　　　　　　28556人评价  
五月天 - 神的孩子都在跳舞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　30134人评价  
五月天 - 离开地球表面Jump!　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　30673人评价  
陈奕迅 - 不想放手　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31061人评价  
曲婉婷 - 我的歌声里　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　29607人评价  
Ennio Morricone - The Legend of 1900　　　　　　　　　　　　　　28723人评价  
张楚 - 孤独的人是可耻的　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　29995人评价  
徐佳莹 - 徐佳瑩La La首张创作专辑　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　31113人评价  
Avril Lavigne - The Best Damn Thing　　　　　　　　　　　　　　　32435人评价  
五月天 - 知足 just my pride 最真杰作选　　　　　　　　　　　　　　　　　　　　　　28613人评价  
The Beatles - 1　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27650人评价  
周杰伦 - 魔杰座　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　37547人评价  
Coldplay - X&Y　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　30067人评价  
Adele - 19　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　29990人评价  
My Little Airport - 我们在炎热与抑郁的夏天，无法停止抽烟　　　　　　　　　　　　30259人评价  
五月天 - 时光机　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28527人评价  
孙燕姿 - Yan Zi　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28090人评价  
陈奕迅 - Time Flies　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28450人评价  
陈绮贞 - 失败者的飞翔　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27981人评价  
田馥甄 - My Love　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　30040人评价  
梁静茹 - 亲亲　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　29262人评价  
王菲 - 你王菲所以我王菲　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27532人评价  
陈奕迅 - Stranger Under My Skin　　　　　　　　　　　　　　　　　　　　　　27876人评价  
Norah Jones - Come Away with Me　　　　　　　　　　　　　　　　　　　27229人评价  
朴树 - 平凡之路　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　33374人评价  
陈奕迅 - 认了吧　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28411人评价  
Green Day - 21st Century Breakdown　　　　　　　　　　　　　　　　27272人评价  
張懸 - 神的游戏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28423人评价  
王菲 - 唱游　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27947人评价  
陈绮贞 - 花的姿态：演唱会经典实录　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　25127人评价  
朴树 - 我去2000年　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27887人评价  
GALA - Young For You　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　26777人评价  
孙燕姿 - 自选集　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　25935人评价  
李宗盛 - 理性与感性作品音乐会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　25243人评价  
曹方 - 比天空还远　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　26347人评价  
窦唯 - 黑梦　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27545人评价  
My Little Airport - 介乎法國與旺角的詩意　　　　　　　　　　　　　　　　　　　　28284人评价  
周杰倫... - 不能说的秘密　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28829人评价  
梁静茹 - 丝路　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　26989人评价  
James Blunt - All The Lost Souls　　　　　　　　　　　　　　　　　　25406人评价  
F.I.R.... - F.I.R.　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27699人评价  
陈奕迅 - 上五楼的快活　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　27461人评价  
Linkin Park - Minutes to Midnight　　　　　　　　　　　　　　　　　25716人评价  
蔡健雅... - GOODBYE & HELLO　　　　　　　　　　　　　　　　　　　　　　　　　　25200人评价  
Adele - Someone Like You　　　　　　　　　　　　　　　　　　　　　　　　　　25629人评价  
苏打绿 - 迟到千年　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　24269人评价  
Pink Floyd - The Dark Side of the Moon　　　　　　　　　　　　26626人评价  
王菲 - 王菲 2001　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　24685人评价  
逃跑计划 - 夜空中最亮的星　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　26984人评价  
GALA - 追梦痴子心　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　25928人评价  
莫文蔚 - 宝贝　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　25477人评价  
陈奕迅 - 黑白灰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23625人评价  
宋冬野 - 安和桥北　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　28419人评价  
宇多田ヒカル - Prisoner of Love　　　　　　　　　　　　　　　　　　　　　　　　　23038人评价  
陈绮贞 - Groupies 吉他手　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23291人评价  
The Innocence Mission - Now The Day Is Over　　　　　　　23948人评价  
Timbaland... - Apologize　　　　　　　　　　　　　　　　　　　　　　　　　　24235人评价  
王菲 - 阿菲正传　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22791人评价  
周杰伦 - 跨时代　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　29304人评价  
孙燕姿 - Leave　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23502人评价  
李志 - 被禁忌的游戏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　24401人评价  
陈奕迅 - What's Going On....?　　　　　　　　　　　　　　　　　　　　　　　　23098人评价  
五月天 - 第二人生 末日版　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23139人评价  
陶喆 - 樂之路　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22508人评价  
Maroon 5 - It Won't Be Soon Before Long　　　　　　　　　　　23656人评价  
张悬 - 如果你冷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23858人评价  
蔡健雅 Tanya Chua - 陌生人　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23065人评价  
王菲 - 浮躁　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　24439人评价  
自然卷 - C'est La Vie　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23555人评价  
刘若英 - 在一起　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23948人评价  
Rosie Thomas - These Friends Of Mine　　　　　　　　　　　　　　22350人评价  
苏打绿 - 陪我歌唱　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21908人评价  
Lily Allen - It's Not Me, It's You　　　　　　　　　　　　　　　　23212人评价  
手嶌葵 - The Rose~I Love Cinemas~　　　　　　　　　　　　　　　　　　　　21897人评价  
李志 - 我爱南京　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　24360人评价  
大乔小乔 - 消失的光年　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22461人评价  
范晓萱 - 还有别的办法吗　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21548人评价  
卡奇社 - 日光倾城　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22719人评价  
冯曦妤 - A Little Love　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21865人评价  
Coldplay - Yellow　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　23861人评价  
Keane - Hopes And Fears　　　　　　　　　　　　　　　　　　　　　　　　　　　21058人评价  
陈奕迅 - U87　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21481人评价  
Maximilian Hecker - Lady Sleep　　　　　　　　　　　　　　　　　　　　20858人评价  
久石譲(Joe Hisaishi)... - 天空の城ラピュタ サウンドトラック 飛行石の謎　　　　20768人评价  
崔健 - 新长征路上的摇滚　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22201人评价  
棉花糖... - 小飞行　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　22067人评价  
好妹妹乐队 - 春生　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21283人评价  
陈绮贞 - 讓我想一想　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20683人评价  
方大同 - 未来　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21436人评价  
方大同 - 爱爱爱　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20986人评价  
逃跑计划 - 世界　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21222人评价  
盧廣仲... - 七天　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21727人评价  
Nirvana - Nirvana　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19841人评价  
Coldplay - A Rush of  Blood to the Head　　　　　　　　　　　21233人评价  
The Velvet Underground... - The Velvet Underground & Nico21658人评价  
Eminem... - Love The Way You Lie　　　　　　　　　　　　　　　　　　21006人评价  
王菲 - 天空　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20865人评价  
Original Soundtrack - The Boat That Rocked　　　　　　　　19260人评价  
Oasis - (What's The Story) Morning Glory?　　　　　　　　　20541人评价  
陈绮贞 - PUSSY　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19991人评价  
Salyu - 呼吸　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19672人评价  
Evanescence - Fallen　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20245人评价  
黑豹 - 黑豹　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20531人评价  
苏打绿 - 十年一刻　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20254人评价  
梁静茹 - 恋爱的力量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19762人评价  
Suede - Suede　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20331人评价  
Radiohead - The Bends　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20753人评价  
林海 - 琵琶相　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19306人评价  
陈奕迅 - ？　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21328人评价  
彭坦 - 少年故事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20695人评价  
雷光夏 - 黑暗之光　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19504人评价  
范晓萱 - 我要我们在一起　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19354人评价  
五月天 - 人生海海　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19638人评价  
Owl City - Maybe I'm Dreaming　　　　　　　　　　　　　　　　　　　　　19708人评价  
李志 - 工体东路没有人　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19559人评价  
The Beatles - Let It Be　　　　　　　　　　　　　　　　　　　　　　　　　　　19222人评价  
Lily Allen - Alright,Still　　　　　　　　　　　　　　　　　　　　　　　　19503人评价  
林宥嘉 - 大小說家　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20842人评价  
牛奶@咖啡 - 越长大越孤单　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21471人评价  
梁静茹 - 燕尾蝶　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20802人评价  
戴佩妮 - 原谅我就是这样的女生　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20711人评价  
王菲 - 传奇　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19248人评价  
Daniel Powter - Under the Radar　　　　　　　　　　　　　　　　　　　19047人评价  
五月天 - 知足 MV / Karaoke DVD　　　　　　　　　　　　　　　　　　　　　　　　　18147人评价  
曲婉婷 - 我的歌声里　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19093人评价  
王菲 - 王菲　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19977人评价  
汪峰 - 信仰在空中飘扬　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18853人评价  
莫文蔚 - [i]　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19089人评价  
Maroon 5 - Songs About Jane　　　　　　　　　　　　　　　　　　　　　　　19157人评价  
Amy Winehouse - Back To Black　　　　　　　　　　　　　　　　　　　　　19214人评价  
陈绮贞 - Demo 3　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17891人评价  
孙燕姿 - 克卜勒　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19952人评价  
Damien Rice - 9 Crimes　　　　　　　　　　　　　　　　　　　　　　　　　　　　17318人评价  
陈珊妮 - 如果有一件事是重要的　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18698人评价  
郑钧 - 赤裸裸　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18709人评价  
张震岳 - 阿岳正传　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17641人评价  
朱玫玲... - 3颗猫饼干　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　16994人评价  
Green Day - 21 Guns　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17662人评价  
蔡依林 - 看我72变　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　21328人评价  
五月天 - 第二人生 明日版　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17581人评价  
Oasis - Definitely Maybe　　　　　　　　　　　　　　　　　　　　　　　　　　18242人评价  
宇多田ヒカル - First Love　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18170人评价  
张惠妹 - 阿密特　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19537人评价  
王力宏 - 心跳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20625人评价  
The xx - xx　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18495人评价  
莫文蔚 - 回蔚　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　18606人评价  
Tizzy Bac - 如果看見地獄，我就不怕魔鬼　　　　　　　　　　　　　　　　　　　　　　　　　18162人评价  
五月天 - 我们是五月天　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17333人评价  
萧敬腾 - 王妃　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19062人评价  
Lady Gaga - Poker Face　　　　　　　　　　　　　　　　　　　　　　　　　　　　18193人评价  
唐朝 - 唐朝　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　17574人评价  
周杰伦 - 寻找周杰伦　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　19069人评价  
林俊杰 - 她说　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　20447人评价  
Jason Mraz - We Sing. We Dance. We Steal Things.　　104508人评价 
Coldplay - Viva La Vida　　　　　　　　　　　　　　　　　　　　　　　　　　　86132人评价  
陈绮贞 - 华丽的冒险　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　76407人评价  
周杰伦 - 范特西　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　90399人评价  
五月天 - 後。青春期的詩　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　77609人评价  
孙燕姿 - 是时候　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　71550人评价  
Lenka - Lenka　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　72182人评价  
王若琳 - Start from Here　　　　　　　　　　　　　　　　　　　　　　　　　　　　　66580人评价  
陈绮贞 - 旅行的意义　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　69425人评价  
陈绮贞 - 太阳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　66027人评价  
Glen Hansard... - Once (Soundtrack)　　　　　　　　　　　　　　　63902人评价  
